Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13449631,"White Space (Dark Passages, #1)",Ilsa J. Bick,"Bick, Ilsa J.",,,,3,3.26,Egmont USA,Kindle Edition,560,2014,2014,,3/26/2014,,,read,"This book is extremely confusing and very difficult to follow, especially for the first 150 pages of the book. It took me forever to get used to the writing style and get a grasp on what I was reading about. At the same time, I am very glad I persevered and pushed through to keep reading the book because this book is by far the most creative book I have ever read. Its probably not for everyone, and a lot of people will probably give up, but I must say, I really did enjoy it by the end of the book.<br/>Give it a try, and maybe give yourself more time than you normally would to get a grasp on this book. I will definitely be reading the next one.",,,1,,,0,,,,,
1166131,"The Recruit (Cherub, #1)",Robert Muchamore,"Muchamore, Robert",,068987779X,9.78E+12,3,4.24,Simon Pulse,Paperback,342,2005,2004,,3/17/2013,,,read,,,,1,,,0,,,,,
2974581,The Tomorrow Code,Brian Falkner,"Falkner, Brian",,375843647,9.78E+12,2,3.74,Random House Books for Young Readers,Hardcover,368,2008,2008,,6/16/2014,,,read,,,,1,,,0,,,,,
17235026,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,356500152,9.78E+12,0,3.94,Orbit ,Paperback,461,2014,2014,,6/16/2014,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,,,5,4,St. Martin's Griffin,Kindle Edition,483,2013,2013,,4/24/2014,,,read,,,,1,,,0,,,,,
16069030,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,"Rutkoski, Marie",,374384681,9.78E+12,4,3.94,Farrar Straus Giroux ,ebook,355,2014,2014,,3/26/2014,,,read,,,,1,,,0,,,,,
11925514,Code Name Verity,Elizabeth Wein,"Wein, Elizabeth",,1405258217,9.78E+12,5,4,Egmont Press,Paperback,452,2012,2012,,8/14/2013,,,read,,,,1,,,0,,,,,
4195038,The Highwayman of Tanglewood,Marcia Lynn McClure,"McClure, Marcia Lynn",,1599360284,9.78E+12,0,4.15,Granite Publishing & Distrubutions,Paperback,293,2008,2008,,5/20/2014,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,,,4,4.57,Scholastic Inc.,Paperback,652,2006,2005,,8/6/2013,,,read,,,,4,,,0,,,,,
11178225,Out of the Easy,Ruta Sepetys,"Sepetys, Ruta",,039925692X,9.78E+12,0,4,Philomel Books,Hardcover,348,2013,2013,,4/24/2014,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
17262236,Rose Under Fire,Elizabeth Wein,"Wein, Elizabeth",,1423183096,9.78E+12,0,4.1,Disney Hyperion,Hardcover,368,2013,2013,,4/24/2014,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
17623975,"Just One Day (Just One Day, #1)",Gayle Forman,"Forman, Gayle",,142422959,9.78E+12,0,3.98,Speak,Paperback,369,2013,2013,,4/24/2014,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
4924862,I Will Teach You to Be Rich,Ramit Sethi,"Sethi, Ramit",,761147489,9.78E+12,0,4.1,Workman Publishing Company,Paperback,266,2009,2009,,4/2/2014,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
18301124,Making Faces,Amy Harmon,"Harmon, Amy",,,9.78E+12,5,4.27,Smashwords,ebook,405,2013,2013,,3/19/2014,,,read,,,,1,,,0,,,,,
18282060,"The Finisher (Vega Jane, #1)",David Baldacci,"Baldacci, David",,545652200,9.78E+12,4,3.82,Scholastic Press,Hardcover,497,2014,2014,,3/16/2014,,,read,,,,1,,,0,,,,,
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,0,3.97,Henry Holt & Company,Hardcover,358,2012,2012,,3/7/2014,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
18054017,"Catalyst (Insignia, #3)",S.J. Kincaid,"Kincaid, S.J.",,62093053,9.78E+12,0,4.39,Katherine Tegen Books,Hardcover,419,2014,2014,,3/2/2014,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
16101515,"Vortex (Insignia, #2)",S.J. Kincaid,"Kincaid, S.J.",,62093029,9.78E+12,3,4.28,Katherine Tegen Books,Hardcover,390,2013,2013,,3/2/2014,,,read,,,,1,,,0,,,,,
11115434,"Insignia (Insignia, #1)",S.J. Kincaid,"Kincaid, S.J.",,62092995,9.78E+12,3,4.15,Katherine Tegen Books,Hardcover,446,2012,2012,,1/30/2013,,,read,,,,1,,,0,,,,,
10596724,"Horde (Razorland, #3)",Ann Aguirre,"Aguirre, Ann",,1250024633,9.78E+12,4,4.25,Feiwel & Friends,Hardcover,422,2013,2013,,2/10/2013,,,read,,,,1,,,0,,,,,
14288998,"Into the Still Blue (Under the Never Sky, #3)",Veronica Rossi,"Rossi, Veronica",,62072099,9.78E+12,3,4.15,HarperCollins,Hardcover,389,2014,2014,,2/8/2013,,,read,,,,1,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,307265439,9.78E+12,4,3.97,Alfred A. Knopf,Hardcover,241,2006,2006,,2/13/2014,,,read,,,,1,,,0,,,,,
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,312642970,9.78E+12,5,4.4,Feiwel & Friends,Hardcover,552,2014,2014,,1/5/2014,,,read,,,,1,,,0,,,,,
17899846,"Erased (Altered, #2)",Jennifer Rush,"Rush, Jennifer",,1478925353,9.78E+12,3,4.06,Hachette Audio,Audiobook,288,2014,2014,,10/10/2013,,,read,,,,1,,,0,,,,,
10917,My Sister's Keeper,Jodi Picoult,"Picoult, Jodi",,743454537,9.78E+12,4,4.08,Washington Square Press,Paperback,423,2005,2004,,4/11/2013,,,read,,,,1,,,0,,,,,
2277378,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",Louise Penny,"Penny, Louise",,755328949,9.78E+12,4,4.14,Headline,Hardcover,310,2008,2007,,1/15/2014,,,read,,,,1,,,0,,,,,
352921,"A Fatal Grace (Chief Inspector Armand Gamache, #2)",Louise Penny,"Penny, Louise",,312352565,9.78E+12,4,4.09,Minotaur Books,Hardcover,311,2007,2006,,1/13/2014,,,read,,,,1,,,0,,,,,
338691,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,"Penny, Louise",,312948557,9.78E+12,5,3.89,St. Martin's Paperbacks,Mass Market Paperback,293,2007,2005,,1/13/2014,,,read,,,,1,,,0,,,,,
13262783,"Every Day (Every Day, #1)",David Levithan,"Levithan, David",,307931889,9.78E+12,0,3.92,Knopf Books for Young Readers,Hardcover,322,2012,2012,,1/5/2014,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,312642962,9.78E+12,4,4.25,Feiwel & Friends,Hardcover,454,2013,2013,,1/5/2014,,,read,,,,1,,,0,,,,,
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,312641893,9.78E+12,5,4.13,Feiwel & Friends,Hardcover,390,2012,2012,,1/30/2013,,,read,,,,1,,,0,,,,,
711901,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,"Luttrell, Marcus",Patrick Robinson,316067598,9.78E+12,4,4.29,"Little, Brown and Company",Hardcover,390,2007,2006,,10/22/2013,,,read,,,,1,,,0,,,,,
1852,The Call of the Wild,Jack London,"London, Jack",Avi,439227143,9.78E+12,5,3.88,Scholastic,Mass Market Paperback,172,2001,1903,,12/11/2013,,,read,,,,1,,,0,,,,,
6482837,Before I Fall,Lauren Oliver,"Oliver, Lauren",,61726818,9.78E+12,3,3.89,HarperCollins,Paperback,470,2010,2010,,12/11/2013,,,read,,,,1,,,0,,,,,
47281,Number the Stars,Lois Lowry,"Lowry, Lois",,440227534,9.78E+12,0,4.15,Laurel Leaf,Mass Market Paperback,137,1998,1989,,12/11/2013,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
439288,Speak,Laurie Halse Anderson,"Anderson, Laurie Halse",,014131088X,9.78E+12,3,4.03,Puffin,Paperback,202,2001,1999,,12/11/2013,,,read,,,,1,,,0,,,,,
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,60513039,9.78E+12,5,4.3,Harpercollins Childrens Books,Hardcover,176,2002,1974,,12/11/2013,,,read,,,,1,,,0,,,,,
13152,"The Angel Experiment (Maximum Ride, #1)",James Patterson,"Patterson, James",,446617792,9.78E+12,3,4.06,Grand Central Publishing,Mass Market Paperback,445,2006,2005,,7/30/2013,,,read,,,,1,,,0,,,,,
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,,,3,4.12,Anchor Books,Paperback,314,1998,1985,,8/6/2013,,,read,,,,1,,,0,,,,,
500743,"The Wizard Heir (The Heir Chronicles, #2)",Cinda Williams Chima,"Chima, Cinda Williams",,1423104870,9.78E+12,5,4.14,"Little, Brown Books for Young Readers",Hardcover,458,2008,2007,,11/17/2013,,,read,,,,1,,,0,,,,,
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,679879242,9.78E+12,0,4,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,,12/2/2013,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Charles Green, Mark Oxford, Sam Ngo, F.W. Pailthorpe",192833596,9.78E+12,0,3.78,Oxford University Press,Paperback,544,1998,1860,,12/1/2013,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,385333846,9.78E+12,0,4.08,Dial Press,Paperback,275,1999,1969,,12/1/2013,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,,,0,4.27,Modern Library,Paperback,279,2000,1813,,12/1/2013,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
16304,Murder on the Orient Express,Agatha Christie,"Christie, Agatha",,425200450,9.78E+12,0,4.18,Berkley,Paperback,322,2004,1934,,12/1/2013,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,,,0,3.71,Anchor Books,Paperback,209,1994,1958,,12/1/2013,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,517189607,9.78E+12,4,4.13,Children's Classics,Hardcover,331,1998,1910,,8/6/2013,,,read,,,,1,,,0,,,,,
7827221,"Desires of the Dead (The Body Finder, #2)",Kimberly Derting,"Derting, Kimberly",,61779849,9.78E+12,3,4.06,HarperCollins Children's Books,Hardcover,355,2011,2011,,11/17/2013,,,read,,,,1,,,0,,,,,
6261522,"The Body Finder (The Body Finder, #1)",Kimberly Derting,"Derting, Kimberly",,61779814,9.78E+12,4,3.92,Harper,Hardcover,327,2010,2010,,11/17/2013,,,read,,,,1,,,0,,,,,
201114,Sold,Patricia McCormick,"McCormick, Patricia",,786851716,9.78E+12,4,4.22,"Little, Brown Books for Young Readers",Hardcover,268,2006,2006,,11/17/2013,,,read,,,,1,,,0,,,,,
954674,"Little Brother (Little Brother, #1)",Cory Doctorow,"Doctorow, Cory",,765319853,9.78E+12,3,3.93,Tor Teen,Hardcover,382,2008,2008,,11/17/2013,,,read,,,,1,,,0,,,,,
213647,"The Warrior Heir (The Heir Chronicles, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,786839171,9.78E+12,4,3.94,Hyperion Paperbacks,Paperback,426,2007,2006,,11/17/2013,,,read,,,,1,,,0,,,,,
169756,Feed,M.T. Anderson,"Anderson, M.T.",,763622591,9.78E+12,2,3.57,Candlewick Press,Paperback,308,2004,2002,,11/17/2013,,,read,,,,1,,,0,,,,,
2914097,Paper Towns,John Green,"Green, John",,525478183,9.78E+12,3,3.76,Dutton Juvenile,Hardcover,305,2008,2008,,11/17/2013,,,read,,,,1,,,0,,,,,
37190,The Tale of Despereaux,Kate DiCamillo,"DiCamillo, Kate",Timothy Basil Ering,763625299,9.78E+12,4,4.03,Candlewick Press,Paperback,267,2008,2003,,11/17/2013,,,read,,,,1,,,0,,,,,
693208,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,"Alexie, Sherman",Ellen Forney,316013684,9.78E+12,3,4.07,"Little, Brown Books for Young Readers",Hardcover,230,2007,2007,,11/17/2013,,,read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Amazing Améziane, Marcelo Pen, Golo Mann, Harald Sachse, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer",,,5,4.19,New American Library,Mass Market Paperback,328,1950,1949,,11/17/2013,,,read,,,,1,,,0,,,,,
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Barbara Mooyaart-Doubleday",,,0,4.17,Bantam,Mass Market Paperback,283,1993,1947,,11/17/2013,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
14290364,"Champion (Legend, #3)",Marie Lu,"Lu, Marie",,399256776,9.78E+12,5,4.32,Putnam Juvenile,Hardcover,369,2013,2013,,6/27/2013,,,read,,,,1,,,0,,,,,
10637748,"The Pledge (The Pledge, #1)",Kimberly Derting,"Derting, Kimberly",,1442422017,9.78E+12,4,3.79,Margaret K. McElderry,Hardcover,323,2011,2011,,4/6/2013,,,read,,,,1,,,0,,,,,
13455542,"Don't Turn Around (Persef0ne, #1)",Michelle Gagnon,"Gagnon, Michelle",,62102907,9.78E+12,3,3.87,HarperCollins,Hardcover,309,2012,2012,,10/12/2013,,,read,,,,1,,,0,,,,,
16150830,"Never Fade (The Darkest Minds, #2)",Alexandra Bracken,"Bracken, Alexandra",,1423157516,9.78E+12,4,4.21,Disney-Hyperion,Hardcover,507,2013,2013,,6/27/2013,,,read,,,,1,,,0,,,,,
15814872,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,"Owen, Mark",Kevin Maurer,525953728,9.78E+12,0,4,Dutton Books,Hardcover,316,2012,2012,,10/22/2013,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
5526,Dear John,Nicholas Sparks,"Sparks, Nicholas",,446528056,9.78E+12,0,4.03,Warner Books (NY),Hardcover,276,2006,2006,,10/22/2013,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
3238153,North of Beautiful,Justina Chen,"Chen, Justina",,316025054,9.78E+12,0,3.92,"Little, Brown Books for Young Readers",Hardcover,373,2009,2009,,10/22/2013,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
10137823,"The Rithmatist (Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",Ben McSweeney,765320320,9.78E+12,0,4.2,Tor Teen,Hardcover,378,2013,2013,,10/12/2013,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
13615258,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,"Roth, Veronica",,006223742X,9.78E+12,4,4.12,Katherine Tegen Books ,ebook,43,2012,2012,,10/11/2013,,,read,,,,1,,,0,,,,,
13449693,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,545424933,9.78E+12,4,4.03,Scholastic Inc.,Paperback,408,2013,2012,,1/30/2013,,,read,,,,1,,,0,,,,,
6609758,"Numbers (Numbers, #1)",Rachel Ward,"Ward, Rachel",,545142997,9.78E+12,4,3.47,Chicken House/Scholastic Inc.,Hardcover,325,2010,2008,,10/10/2013,,,read,,,,1,,,0,,,,,
368916,"84, Charing Cross Road",Helene Hanff,"Hanff, Helene",,,,0,4.11,Penguin Books,Paperback,97,1990,1970,,10/10/2013,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
12677913,"Tiger's Destiny (The Tiger Saga, #4)",Colleen Houck,"Houck, Colleen",,1402798431,9.78E+12,5,4.38,Splinter,Hardcover,464,2012,2012,,10/10/2013,,,read,,,,1,,,0,,,,,
7849341,"Tiger's Voyage (The Tiger Saga, #3)",Colleen Houck,"Houck, Colleen",,1450595987,9.78E+12,5,4.21,Hodder & Stoughton,Paperback,560,2011,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
9662386,"Tiger's Quest (The Tiger Saga, #2)",Colleen Houck,"Houck, Colleen",,140278404X,9.78E+12,5,4.31,Sterling Publishing,Hardcover,479,2011,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
9284655,"Tiger's Curse (The Tiger Saga, #1)",Colleen Houck,"Houck, Colleen",,1402784031,9.78E+12,5,4.06,Sterling,Hardcover,403,2011,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
7791997,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,"Fitzpatrick, Becca",,1416989439,9.78E+12,4,4,Simon & Schuster Books for Young Readers,Hardcover,432,2010,2010,,10/10/2013,,,read,,,,1,,,0,,,,,
6339664,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,"Fitzpatrick, Becca",,1416989412,9.78E+12,4,3.94,Simon & Schuster BFYR,Hardcover,391,2009,2009,,10/10/2013,,,read,,,,1,,,0,,,,,
1103,Snow Flower and the Secret Fan,Lisa See,"See, Lisa",,812968069,9.78E+12,3,4.07,Random House ,Paperback,269,2006,2005,,10/10/2013,,,read,,,,1,,,0,,,,,
15812814,"Crossed (Matched, #2)",Ally Condie,"Condie, Ally",,142421715,9.78E+12,3,3.53,Speak,Paperback,367,2013,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
13125947,"Reached (Matched, #3)",Ally Condie,"Condie, Ally",,525423664,9.78E+12,3,3.56,Penguin,Hardcover,512,2012,2012,,10/10/2013,,,read,,,,1,,,0,,,,,
7735333,"Matched (Matched, #1)",Ally Condie,"Condie, Ally",,525423648,9.78E+12,5,3.64,Dutton Books for Young Readers,Hardcover,369,2010,2010,,10/10/2013,,,read,,,,1,,,0,,,,,
7864437,"The Death Cure (The Maze Runner, #3)",James Dashner,"Dashner, James",,385738773,9.78E+12,4,3.77,Delacorte Books for Young Readers,Hardcover,325,2011,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,385737947,9.78E+12,5,4.03,Delacorte Press,Hardcover,384,2009,2009,,10/10/2013,,,read,,,,1,,,0,,,,,
1217100,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,1595141715,9.78E+12,4,3.88,Razorbill,Hardcover,288,2007,2007,,10/10/2013,,,read,,,,1,,,0,,,,,
764347,"Unwind (Unwind, #1)",Neal Shusterman,"Shusterman, Neal",,1416912045,9.78E+12,3,4.15,Simon & Schuster Books for Young Readers,Hardcover,337,2007,2007,,10/10/2013,,,read,,,,1,,,0,,,,,
493456,"Extras (Uglies, #4)",Scott Westerfeld,"Westerfeld, Scott",,1416951172,9.78E+12,3,3.61,Simon Pulse,Hardcover,417,2007,2006,,10/10/2013,,,read,,,,1,,,0,,,,,
24765,"Specials (Uglies, #3)",Scott Westerfeld,"Westerfeld, Scott",,689865406,9.78E+12,4,3.76,Simon Pulse,Hardcover,384,2006,2006,,10/10/2013,,,read,,,,1,,,0,,,,,
24768,"Pretties (Uglies, #2)",Scott Westerfeld,"Westerfeld, Scott",,689865392,9.78E+12,4,3.84,Simon Pulse,Paperback,370,2005,2005,,10/10/2013,,,read,,,,1,,,0,,,,,
24770,"Uglies (Uglies, #1)",Scott Westerfeld,"Westerfeld, Scott",,689865384,9.78E+12,5,3.85,Simon Pulse,Paperback,425,2005,2005,,10/10/2013,,,read,,,,1,,,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,439023513,9.78E+12,5,4.05,Scholastic Press,Hardcover,398,2010,2010,,10/10/2013,,,read,,,,1,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,439023491,9.78E+12,4,4.3,Scholastic Press,Hardcover,391,2009,2009,,10/10/2013,,,read,,,,1,,,0,,,,,
307791,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,"DuPrau, Jeanne",,375822747,9.78E+12,5,3.87,Random House Children's Books,Paperback,288,2003,2003,,10/10/2013,,,read,,,,1,,,0,,,,,
10365,Where the Red Fern Grows,Wilson Rawls,"Rawls, Wilson",,375806814,9.78E+12,5,4.08,Yearling,Mass Market Paperback,272,2000,1961,,10/10/2013,,,read,,,,1,,,0,,,,,
8811134,"Fear (Gone, #5)",Michael  Grant,"Grant, Michael",,61449156,9.78E+12,3,4.24,Katherine Tegen Books,Hardcover,509,2012,2012,,10/10/2013,,,read,,,,1,,,0,,,,,
6686101,"Plague (Gone, #4)",Michael  Grant,"Grant, Michael",,61449121,9.78E+12,2,4.18,Katherine Tegen Books,Hardcover,494,2011,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
6686092,"Lies (Gone, #3)",Michael  Grant,"Grant, Michael",,61449091,9.78E+12,2,4.08,HarperCollins ,Hardcover,447,2010,2010,,10/10/2013,,,read,,,,1,,,0,,,,,
5047880,"Hunger (Gone, #2)",Michael  Grant,"Grant, Michael",,61449067,9.78E+12,3,4.03,Katherine Tegen Books,Hardcover,590,2009,2009,,10/10/2013,,,read,,,,1,,,0,,,,,
2536134,"Gone (Gone, #1)",Michael  Grant,"Grant, Michael",,61448761,9.78E+12,3,3.86,Katherine Tegen Books,Hardcover,560,2008,2008,,10/10/2013,,,read,,,,1,,,0,,,,,
9593913,"Requiem (Delirium, #3)",Lauren Oliver,"Oliver, Lauren",,62014536,9.78E+12,3,3.74,HarperCollins Children's Books,Hardcover,391,2013,2013,,10/10/2013,,,read,,,,1,,,0,,,,,
9593911,"Pandemonium (Delirium, #2)",Lauren Oliver,"Oliver, Lauren",,006197806X,9.78E+12,4,4.04,HarperTeen,Hardcover,375,2012,2012,,10/10/2013,,,read,,,,1,,,0,,,,,
7686667,"Delirium (Delirium, #1)",Lauren Oliver,"Oliver, Lauren",,61726826,9.78E+12,5,3.96,HarperTeen,Hardcover,441,2011,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,1401308589,9.78E+12,5,3.95,Hyperion,Paperback,196,2003,2003,,10/10/2013,,,read,,,,1,,,0,,,,,
3609760,Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz,"Vaz, Mark Cotta",,316043133,9.78E+12,3,4.2,"Little, Brown Books for Young Readers",Paperback,144,2008,2008,,10/10/2013,,,read,,,,1,,,0,,,,,
2159225,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",Trenton Lee Stewart,"Stewart, Trenton Lee",Diana Sudyka,316057800,9.78E+12,4,4.2,"Little, Brown and Company",Hardcover,440,2008,2008,,10/10/2013,,,read,,,,1,,,0,,,,,
6164358,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",Trenton Lee Stewart,"Stewart, Trenton Lee",Del Roy,307582396,9.78E+12,5,4.3,Listening Library (Audio),Audio CD,391,2009,2009,,10/10/2013,,,read,,,,1,,,0,,,,,
83369,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,"Stewart, Trenton Lee",Carson Ellis,316057770,9.78E+12,5,4.18,"Little, Brown and Company",Hardcover,485,2007,2007,,10/10/2013,,,read,,,,1,,,0,,,,,
6654313,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,"Stiefvater, Maggie",,545123283,9.78E+12,4,3.88,Scholastic Press,Hardcover,362,2010,2010,,10/10/2013,,,read,,,,1,,,0,,,,,
9409458,"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,"Stiefvater, Maggie",,,,3,3.87,Scholastic Press,Hardcover,390,2011,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
6068551,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,545123267,9.78E+12,4,3.76,Scholastic Press,Hardcover,392,2009,2009,,10/10/2013,,,read,,,,1,,,0,,,,,
5267365,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter,"Carter, Ally",,1423116380,9.78E+12,3,4.21,Disney ● Hyperion Books,Hardcover,263,2009,2009,,10/10/2013,,,read,,,,1,,,0,,,,,
568645,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",Ally Carter,"Carter, Ally",,1423100050,9.78E+12,3,4.11,"Little, Brown Books for Young Readers",Hardcover,236,2007,2007,,10/10/2013,,,read,,,,1,,,0,,,,,
852470,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,"Carter, Ally",,1423100034,9.78E+12,4,3.82,"Little, Brown Books for Young Readers",Hardcover,284,2006,2006,,10/10/2013,,,read,,,,1,,,0,,,,,
10859509,"Altered (Altered, #1)",Jennifer Rush,"Rush, Jennifer",,316197084,9.78E+12,3,4.03,"Little, Brown Books for Young Readers",Hardcover,323,2013,2013,,2/17/2013,,,read,An action-packed read and I will probably read the next book but it was an easy read. Nothing super in depth. I liked the way to book had a conclusive ending but had enough questions to keep you thinking.,,,1,,,0,,,,,
9415951,Forgotten,Cat Patrick,"Patrick, Cat",,316094617,9.78E+12,3,3.77,"Little, Brown Books for Young Readers",Hardcover,304,2011,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
10327303,"Uncommon Criminals (Heist Society, #2)",Ally Carter,"Carter, Ally",,1423147952,9.78E+12,3,4.13,"Little, Brown Books for Young Readers",Hardcover,298,2011,2011,,10/10/2013,,,read,,,,1,,,0,,,,,
6574102,"Heist Society (Heist Society, #1)",Ally Carter,"Carter, Ally",,1423116399,9.78E+12,4,3.9,"Little, Brown Books for Young Readers",Hardcover,287,2010,2010,,10/10/2013,,,read,,,,1,,,0,,,,,
12957,Much Ado About Nothing,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine, Robert          Jackson, Gail Kern Paster",743482751,9.78E+12,3,4.05,Simon  Schuster,Paperback,246,2004,1598,,10/10/2013,,,read,,,,1,,,0,,,,,
7766027,"I Hunt Killers (I Hunt Killers, #1)",Barry Lyga,"Lyga, Barry",,316125849,9.78E+12,3,4.02,"Little, Brown and Company",Hardcover,359,2012,2012,,10/10/2013,,,read,,,,1,,,0,,,,,
2728527,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,385340990,9.78E+12,4,4.17,The Dial Press,Hardcover,277,2008,2008,,10/10/2013,,,read,,,,1,,,0,,,,,
17250,The Crucible,Arthur  Miller,"Miller, Arthur",Christopher Bigsby,142437336,9.78E+12,2,3.6,Penguin Books,Paperback,143,2003,1953,,10/10/2013,,,read,,,,1,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Walter Trier",142437174,9.78E+12,3,3.82,Penguin Classics,Paperback,327,2002,1884,,10/10/2013,,,read,,,,1,,,0,,,,,
